42,Ｍ＆Ａ、費用計上の義務化検討　国際会計基準 日本経済新聞
43,マモリオ、パシフィコ横浜で忘れ物通知サービス 日本経済新聞
44,関空、りんくうタウン駅から連絡バス Aviation Wire
45,元リバプールDF、不治の難病で現役引退。29歳の若さで…支援の輪も広がる フットボールチャンネル | サッカー情報満載！
46,米株ほぼ変わらず、対中関税巡る懸念で伸び悩み　金融株は高い Reuters
47,【MLB】元Gマイコラス、1人で貯金11の活躍　監督も絶賛「彼はファンタスティック」 野球・MLBの総合コラムサイト
48,大切な人を亡くした悲しみ　その複雑な克服プロセスとは？ Forbes Japan
49,川重の米国工場、777向け貨物扉を初出荷　777X用も19年から Aviation Wire
50,ミレニアル世代6割が関心持つ｢スラッシュキャリア｣って？収入以上に大事なこととは Business Insider Japan
51,新生CELINEなど、今シーズン見逃せないファッションショー FASHIONSNAP.COM【ファッションスナップ・ドットコム】
52,会社とは何のためにあるのか【孫泰蔵】 - 孫家の教え Diamond Online
53,【DS 7 クロスバック 試乗】一途にモード系、走りにはソツなし…島崎七生人 レスポンス
54,為替相場　　　8日（日本時間　6時） 共同通信
55,トルコ大統領、来年の地方選で民族主義者行動党との連合検討 Reuters
56,Google Play、ポイントプログラム導入　アプリ購入でポイント付与、ゲーム内アイテムと交換も ITmedia NEWS
57,都市の二酸化炭素排出量を分析するグーグルのオンラインツール「Environmental Insights Explorer」 マッシュメディア
58,「学校休ませて旅行に行く」への反対59.8％、賛成40.2％ - NEWSポストセブン BLOGOS - 最新記事
59,日本、中国をコールドで下し３位　Ｕ18野球アジア選手権 日本経済新聞
60,仮想通貨の爆発的成長期、終わった可能性－イーサリアム創設者 Bloomberg
61,ミレニアルはマヨネーズを殺している？ 真実は？ Business Insider Japan
62,小泉進次郎氏、自民党総裁選での「石破氏支持」を講演会で匂わせる!? ハーバー・ビジネス・オンライン／最前線ビジネスパーソンの『知りたい』に応えるビジネスメディア
63,出稼ぎの女の子たちの夢の後押し～ベトナム～ ハフポスト日本版
64,韓国特使団の徐氏、安倍首相と会談　「できる貢献する」 朝日新聞デジタル
65,大分空港で小型機胴体着陸　一時閉鎖、けが人なし 共同通信
66,情報編集力をアップしてモードチェンジせよ――藤原和博氏が語る人生100年時代の働き方 GLOBIS 知見録 最新記事
67,GrammarlyがGoogle Docsでも使えるようになった、これで恥ずかしい文法間違いともお別れだ TechCrunch Japan
68,日大アメフト部、日本ボクシング連盟……事件続発でも｢体育会系人材はやっぱり貴重｣と言える理由 Business Insider Japan
69,現地ルポ：「月旅行者」になる前澤友作は、クリエイティヴの新たな地平をアーティストと切り拓く WIRED.jp
70,スクラップ＆ビルドから長期使用へ、企業のFM戦略が転換 Diamond Online
71,全日空、機内で「宇宙日本食」提供＝成田－ヒューストン線で 時事通信社
72,フランス、オランダを下す　欧州ネーションズＬ 日本経済新聞
73,ジョコビッチが3年ぶり3度目の優勝。「ウィンブルドン」に続きGS2大会連続のタイトル[全米オープン] www.thetennisdaily.jp
74,今どきの眉の描き方は？まばら眉を解消するテクニック FASHIONSNAP.COM【ファッションスナップ・ドットコム】
75,1人当たり所得増減マップ あなたのまちは？ 日本経済新聞
76,正午のドルは111円後半、一時１カ月半ぶり高値 Reuters
77,国会議長らに同行要請＝南北首脳会談で韓国政府 時事通信社
78,VCたちはどれだけ稼いでいるか TechCrunch Japan
79,「iPhone XS／XS Max」はAppleCare＋必須か　修理代6万7800円の場合も ITmedia NEWS
80,【ミニカー検証】自動車史にその名を刻むべき名車、トヨタ2000GTを完全再現...オートアート レスポンス
81,「優雅な読書が最高の復讐である」。山崎まどかさんが実践する、本との向き合いかた ハフポスト日本版
82,アップル追徴課税1.9兆円納付　EUとの対立に区切り 共同通信
83,CL開幕！ 香川と長友は勝利に貢献、メッシは８度目の偉業達成、インテル、リバプールが劇的白星!! etc. サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！
84,「こうのとり7号機」打ち上げ延期　天候悪化予測のため soae.info
85,いや、マジな話、「AirPower」はどこへいったの？ ギズモード・ジャパン
86,自転車乗りは必見! ウィンカー機能があるハンドル用ライト「WingLights360」 マッシュメディア
87,南北、監視所削減で進展か　緊張緩和、首脳会談の議題 共同通信
88,中島翔哉の同僚FWが音楽アルバムをリリース！ キリスト教テーマの7曲を収録 フットボールチャンネル | サッカー情報満載！
89,米中貿易摩擦、20年続く可能性＝中国アリババの馬会長 Reuters
90,日銀、金融緩和据え置き決定 共同通信
91,星空の下で映画鑑賞できるドイツ生まれのキャンピングカー FASHIONSNAP.COM【ファッションスナップ・ドットコム】
92,金融緩和の副作用、点検強化を＝行き過ぎに懸念－藤原全銀協会長 時事通信社
93,米テスラでまた財務幹部が退社、世界財務・運営を担当－関係者 Bloomberg
94,PSG率いる元ドルト指揮官が新記録達成。主力不在も物ともせず絶好調 フットボールチャンネル | サッカー情報満載！
95,宇宙から見た巨大ハリケーン、その恐ろしくも美しい姿（動画あり） WIRED.jp
96,日米貿易協議は24日以降か 共同通信
97,正午のドルは111円半ば、円じり安は続かず Reuters
98,南北首脳会談に韓国４財閥トップ同行　サムスンなど 朝日新聞デジタル
99,「メディアは敵」は危険＝トランプ大統領を批判－アマゾンＣＥＯ 時事通信社
100,野良ニワトリの大群、国道脇に　「もう捨てないで」 朝日新聞デジタル
101,3Dプリンターが可能にする「古くて新しい」イノベーション Forbes Japan
102,ルネサスのIDT買収会見要旨【随時更新】 EE Times Japan
103,加賀電子が富士通エレを買収へ、売上高5000億円規模に EE Times Japan
104,トヨタ自動車、13日までに国内の全ての完成車工場で生産を再開へ Reuters
105,Googleストリートビューで3年かけて米国を“横断”、仮想の長旅から見えてきたこと WIRED.jp
106,サイボウズ式：地方移住はハードルが高い。都心で働く人には「地方複業」がベストではないか ハフポスト日本版
107,ハンガリーの同世代から学んだ、「コンフォート・ゾーン」から飛び出すことの大切さ ハフポスト日本版
108,NY株、一時100ドル超安　米追加利上げを警戒 共同通信
109,チャンピオンズ・リーグ大展望！日程＆各グループの勢力図をチェック サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！
110,景況感２期ぶりプラス　大企業７～９月、製造・非製造とも改善 日本経済新聞
111,首相動静―９月１７日 朝日新聞デジタル
112,【ワークスタイル変革に効くUX】第2回：社員が効率よく働けるためのデザイン IBM THINK
113,無印良品パンフ、北海道地震でなぜ注目？「いつもの備え」情報が満載 withnews.jp
114,文筆家の菅野完氏、日本人女性への傷害罪でアメリカで起訴。裁判に出廷せず、20年間「逃亡」状態に ハフポスト日本版
115,企業守る「ホワイトハッカー」を官民で奪い合う愚 Diamond Online
116,タイヤ購入＆取付予約サイト「タイヤフッド」、ユーザー評価の高い店舗を表彰する年間アワードを発表 レスポンス
117,円相場、１１１円５３～５４銭＝１１日午後５時現在 時事通信社
118,交番で警官が男に刺され死亡 男も別の警官に撃たれ死亡 仙台 NHKニュース
119,2018年の半導体投資は好調継続か、前工程は過去最高の見込み ニュースイッチ
120,そのスライダーで一流打者を育てた。悔いなき投手人生、杉内俊哉の引退。 Number Web｜選りすぐりの総合スポーツコラム
121,サムコ社長に川辺氏 日本経済新聞
122,そうそう、多機能ツールは携帯性が何より大事。カード型マルチツール「Toolcard」を使ってみた ギズモード・ジャパン
123,FIFA会長、リーガの米国開催に反対。「ホームゲームはホームで戦うのが原則」 フットボールチャンネル | サッカー情報満載！
124,コム デ ギャルソン・オム プリュス、アシンメトリージャケット発売 FASHIONSNAP.COM【ファッションスナップ・ドットコム】
125,イェーツが総合首位を堅持、ピノがブエルタ第19ステージ制す AFP
126,銀行跡地開発で新会社設立を検討　三菱UFJと三菱地所 共同通信
127,中国の最新事情「STEM人材」都市とは - モノ、ヒト、カネが集まってくる PRESIDENT Online：「仕事人×生活人」のための問題解決塾
128,元燕・林昌勇、日米韓通算1000試合登板を先発で飾る「歳月が流れるは早い」 野球・MLBの総合コラムサイト
129,「中高年のキーボード音が嫌で退社する新入社員」にマツコ「そんなやつ辞めちまえ！」 キャリコネニュース
130,一人でも国政を動かせることを証明したアントニオ猪木 - 天木直人 BLOGOS - 最新記事
131,苫東厚真火力1号機を18日にも再稼働 共同通信
132,【のん】お金を稼ぐのは大変、軸をぶらさず仕事する私のやり方 NewsPicks編集部
133,車の運転中にヒヤッとしたことありませんか？車の故障は簡単な“アレ”で防げる ホウドウキョク
134,太陽光発電、買い取り価格半減へ　経産省方針 日本経済新聞
135,“社員証”や“社用携帯”を紛失してもIoTで発見できる？SaaSで可能にする企業機密漏洩の防止 AMP[アンプ] - ビジネスインスピレーションメディア
136,なぜ、「多重人格のマネジメント」が「多様な才能」を開花させるのか Diamond Online
137,なぜメンタルが強い人は「もうダメだ」を絶対に口にしないのか BLOGOS - 最新記事
138,消滅可能性都市から｢日本一子育てしやすい街｣へ。豊島区改革推進する元マイクロソフト女性公務員 Business Insider Japan
139,普通のサラリーマンが始めた手作り「野外フェス」が8年目 DANRO
140,株価大幅反発の安川電機を対象とするコールが前日比2倍超え（14日10:00時点のeワラント取引動向） 財経新聞
141,安倍内閣支持４１％、不支持を逆転＝辺野古移設賛成３割弱－時事世論調査 時事ドットコム
142,2019年の新型iPhone、背面TrueDepthカメラの搭載はないかも ギズモード・ジャパン
143,スバルと三菱自がリコール　レガシィ１２．６万台など 朝日新聞デジタル
144,"酒も飲まず""夜の銀座""に半世紀通った理由 - 情報収集に「金」を惜しむな PRESIDENT Online：「仕事人×生活人」のための問題解決塾"
145,「第二のスルガ」西武信金と森信親 本誌記事アーカイブ：FACTA online
146,【最終話・菅義偉】私の半生、3つのターニングポイント NewsPicks編集部
147,おいしい日本酒を世界に　中田英寿が語る“-5度”戦略とは? ホウドウキョク
148,ザコシショウが語る同期芸人「ハンマーカンマーのきっかけはケンコバ」 テレビっ子・ハリウッドザコシショウさんインタビュー #3 - 文春オンライン BLOGOS - 最新記事
149,生産性と効率化だけを求めると、 人はいつか燃え尽きる。 Diamond Online
150,オリ、スカウト会議で高校生上位8人を再確認　「ランク付けは終わっている」 野球・MLBの総合コラムサイト
151,現行就活ルール21年卒は維持を　企業側の指針廃止に大学側が見解 共同通信
152,国内外の注目経済指標：8月米中古住宅販売件数は前月並みの水準か 財経新聞
153,医療現場の“思い込み”に「嘘つけ！」と叫びたい──矢田明子 WIRED.jp
154,"スープ店の""閑散期""に男性が殺到する理由 - PRESIDENT Online BLOGOS - 最新記事"
155,大迫勇也と久保裕也は先発で日本人対決か。ブンデス第3節先発予想 フットボールチャンネル | サッカー情報満載！
156,非国家でパリ協定をけん引　米の気候行動サミット閉幕 共同通信
157,NHK「プロフェッショナル」効果？　柴田陽子氏がプロデュースする企業の株価上昇 ITmedia ビジネスオンライン
158,「失敗は忘れたらいい」69歳で起業したメガバンク元副頭取が若者に伝えたいこと FNN.jpプライムオンライン
159,INFOBAR xvハンズオン：ノスタルジックなポチポチボタンにLOVE ギズモード・ジャパン
160,NY株式　　14日終値 共同通信
161,日ハム、地震後初の本拠地開催で勝利　清宮が同点押し出し四球、鶴岡は2打点 野球・MLBの総合コラムサイト
162,南北首脳、非核化を協議　平壌、金正恩氏出迎え 共同通信
163,ベビー・子供服のミキハウス、ＥＣで中国富裕層を狙う ニュースイッチ
164,金正恩氏、第2回米朝首脳会談を要請　トランプ大統領に書簡 Reuters
165,薬物はダメ！ 取り締まりを強化する中国、個人の排泄物を含む下水を分析して容疑者特定へ Business Insider Japan
166,深センで始まった工場移転、「世界の工場」を襲う人件費・家賃高騰 Diamond Online
167,ディオール創立70周年を記念したドキュメンタリーが東京国際映画祭で上映 FASHIONSNAP.COM【ファッションスナップ・ドットコム】
168,東証、午前終値248円高 共同通信
169,新体操、団体種目別フープで日本2位 共同通信
170,「忘れられる権利」は世界に広がるべきなのか ギズモード・ジャパン
171,因果律超えた先に現代がある - 橘玲 WEBRONZA（ウェブロンザ）
172,香川真司の心は折れず。4試合連続ベンチ外からの逆襲へ、CL初戦で「改めて感じた」こと フットボールチャンネル | サッカー情報満載！
173,世界金融危機の再来に警鐘　債務増大で前ECB総裁 共同通信
174,東証、午前終値182円高 共同通信
175,39歳ピルロ氏、現役復帰に向け豪州クラブから誘い。だが本人は… フットボールチャンネル | サッカー情報満載！
176,コカ・コーラ、大麻入り飲料に参入検討－カナダの大麻業者と協議 Bloomberg
177,南アフリカでクラブ会長が射殺される。車に乗ったところを襲撃 フットボールチャンネル
178,韓国次官「南北、新たな時代に」＝１４日に連絡事務所開所式 時事通信社
179,オリックスは「隣へ、そのまた隣へ」の精神で リースの導入から事業の多角化を成功してきた Diamond Online
180,ユーロ圏鉱工業生産、7月は前月比-0.8％　予想以上の落ち込みに Reuters
181,「レッセフェール2.0」が可能にする仮想通貨の未来 NewsPicks Brand Design
182,安倍・石破両氏そろって地方遊説　京都で防災、地方創生巡り論戦 共同通信
183,【MLB】大谷翔平の能力ならメジャーで外野手も可能―元レ軍GM「右翼手に見える」 野球・MLBの総合コラムサイト
184,セクハラ問題、みなかみ町長失職　２度目の不信任決議 朝日新聞デジタル
185,オンライン企業、過激な投稿を1時間放置すればＥＵから制裁金 Reuters
186,文韓国大統領、非核化へ説得　南北首脳、平壌で会談 共同通信
187,大西洋氏が“百貨店”に復帰!?　トーク番組「ニッポンの未来百貨店」の司会に抜擢 WWD JAPAN.com
188,日本ハム、レアード「左腹斜筋肉離れ（2度）」で抹消　1軍に帯同しリハビリ 野球・MLBの総合コラムサイト
189,個人所得、10年で3─5割伸ばしていく＝討論会で自民・石破氏 Reuters
190,首相動静―９月１１日 朝日新聞デジタル
191,一人焼肉を思う存分に堪能、「じゅーじゅー石焼きプレート」9月下旬発売 財経新聞
192,武田薬、中国当局からシャイアー買収のクリアランスを取得 Reuters
193,【新】破壊か破滅か。イーロン・マスクはどこへ向かうのか NewsPicks編集部
194,デル・ピエロが講師として来場…新卒学生向け就活イベント「キャリスポ」9/22 リセマム
195,ZOZOマリンに“ハンカチ王子”現る？　元K-1王者の魔裟斗が始球式 野球・MLBの総合コラムサイト
196,韓国NGELGAMESとケイブ、新作オンラインRPG『デビルブック』の日本国内での配信契約を締結　キーマン2人にインタビューし、ゲームの魅力に迫る Social Game Info
197,ＳＴＣ、スイス製工作機械発売　多種少量・大量生産対応 日刊工業新聞 電子版
198,世界初！ 米Verizonが5Gネットサービスを10月からスタート ギズモード・ジャパン
199,東日本大震災の不明男性が生存　滋賀県居住か、生活保護を申請 共同通信
200,「新潮45」に批判広がる　10月号に非難への反発を特集 共同通信
201,スーパーSUV「アウディ RS Q8」、巨体揺らしニュル爆走［スクープ動画］ レスポンス
202,PANORMO 2019 Spring Summer コレクション FASHIONSNAP.COM【ファッションスナップ・ドットコム】
203,【最新研究】老化を遅らせて創造性を高める、シンプルな方法 Inc.
204,JR京葉線、線路から煙　消火後も火花、再開できず 共同通信
205,錦野旦が告白「6年後にスター引退。近所に墓も買いました」 - NEWSポストセブン BLOGOS - 最新記事
206,JALとハワイアン航空、マイル提携10月開始 Aviation Wire
207,「明日死んでもいいように楽しく生きようと」不妊治療中にステージ4のがんと診断…AYA世代とがん治療のいま - AbemaTIMES BLOGOS - 最新記事
208,ロッテが11月18日にファン感謝デー「スーパーマリンフェスタ2018」を開催 野球・MLBの総合コラムサイト
209,中国の「債務の罠外交」の危うさ ノーと言える国になったマレーシア、マハティール首相に学ぶ教訓 JBpress（日本ビジネスプレス）
210,"仕事をする時間は""1日4時間""に絞るべき PRESIDENT Online：「仕事人×生活人」のための問題解決塾"
211,複数仕事の掛け持ち当たり前「ポートフォリオキャリア」がAI時代の生存戦略である理由 Business Insider Japan
212,日中関係「新発展遂げた」　唐元国務委員、正常化を評価 共同通信
213,南北首脳、「9月平壌共同宣言」署名　トランプ大統領も歓迎 ホウドウキョク
214,学力テストの結果を校長や教員のボーナス、学校予算に反映する危険 ひみつ基地
215,タイトー、『電車でGO！！』で初となるJR西日本「大阪環状線」の路線追加を含む大型アップデートを実施！　運転できる車両は323系 Social Game Info
216,機械と人、仕事量が逆転＝ＡＩなどで２５年に－世界経済フォーラム予測 時事通信社
217,アメリカに上陸中の大型ハリケーンがもたらす大洪水。ARで見せる気象予報 ギズモード・ジャパン
218,娘はかわいいし、幸せ。なのに苦しい。 産後うつと強迫性障害に苦しんだ2年半の記録 ハフポスト日本版
219,WeChatのテンセントの爆発力、QRコード決済ビジネスを狙うなら必見！ Business Insider Japan
220,求む！とがった人材　ホワイトハッカー発掘へ協会を設立 朝日新聞デジタル
221,リーマン後10年「次なるリスク」、債務膨張に経済ナショナリズム Diamond Online
222,「ロイヤル コペンハーゲン」からアルファベット入りプレートが登場 FASHIONSNAP.COM【ファッションスナップ・ドットコム】
223,「H&M」がサステイナブルな子ども服を発売　売り上げの10％を寄付 WWD JAPAN.com
224,【ゲーム株概況(9/14)】環境好転を受けガーラやNJHDなど低迷銘柄に見直し買い　直近高値銘柄は利食い売りに押される　任天堂は材料出尽くしに Social Game Info
225,米タイム誌を200億円で買収、セールスフォースCEOの野望 Forbes Japan
226,法務省職員のふり...男逮捕　和解金必要とうそ ホウドウキョク
227,日通、無認可で信書配達委託　7支店で30業者に 共同通信
228,「国の長が本気プレー」「観客は万来の拍手を」リベリアの“大統領”ウェアが電撃復帰！ 一体なぜ？ サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！
229,マンUやリバプールが獲得狙う？ イングランドの15歳SBがデビュー！ 噂の美少年に女性ファンも熱視線 サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！
230,カンテは“癒しキャラ”。チームメイトも認める「サッカー界で最も感染力のある笑顔」 フットボールチャンネル
231,一番人気のアイテムは？「ハイク×ザ・ノース・フェイス」第2弾の購入者レビュー FASHIONSNAP.COM【ファッションスナップ・ドットコム】
232,アパレル業界を追い詰めた「三度の裏切り」…これではもう売れない マネー現代
233,ゾゾタウン前沢氏、月周回旅行へ＝２３年に最初の乗客－米宇宙企業 時事通信社
234,中国高速鉄道、香港へ＝２３日に全線開通 時事通信社
235,長崎・対馬で日韓慰霊祭　市民ら、済州島虐殺70年 共同通信
236,リモートワークの会話量が40％アップ、「1000万かけても価値がある」ヌーラボ”General Meeting“という方法 #明星和楽 THE BRIDGE
237,勝てばM11点灯の西武が3戦連続で初回大量点　栗山がグランドスラム 野球・MLBの総合コラムサイト
238,石破氏、短編小説で発信「クリエーティブさを競うべき」 朝日新聞デジタル
239,札幌市営地下鉄と市電、始発から平常通りに運行 朝日新聞デジタル
240,学校に根本的原因と報告書で指摘　いじめ相談の新潟高1男子自殺 共同通信
241,米、イランに「断固たる対応」＝在イラク公館攻撃で警告 時事通信社
242,バンナム、『デジモンリアライズ』でメインストーリー13章を公開　超進化フェスに「ミラージュガオガモン」が登場 Social Game Info
243,売れるネット広告社、「フォローLINE（ステップLINE）」を月額3万円で利用可能に ITmedia マーケティング
244,スペースシャトル・ディスカバリーの中を360度動画で探検してみよう ギズモード・ジャパン
245,「友人が自分の人生に及ぼす影響」を評価できるチェックリスト ライフハッカー［日本版］
246,石破さんは、日本の安全保障に係る問題を徹底的に提起して総裁選後に備えられたら如何だろうか - 早川忠孝 BLOGOS - 最新記事
247,中国アリババの馬会長、19年9月に退任　後任はチャンＣＥＯ - ロイター BLOGOS - 最新記事
248,自民、ＬＧＢＴ議連に回答せず　「生産性ない」発言で 朝日新聞デジタル
249,竹島を「祖国」とする歌曲披露　南北首脳会談の歓迎公演 朝日新聞デジタル
250,ローソン銀行が発足、キャッシュレス決済にも注力 Engadget 日本版
251,｢日本型雇用は終わった、退職金なんていらない｣という人たちへの反論——“退職手切れ金”をすべての若者に Business Insider Japan
252,「獲れるタイトルはすべて狙っていく」内田篤人が明かす、ACL初制覇へのビジョン サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！
253,西村拓真、CSKAモスクワで実戦デビュー。練習試合に先発出場 フットボールチャンネル
254,MRJ開発費、2千億円追加　三菱重工、初納入へ方針 共同通信
255,炎天下も冬もディーゼル７２両を手洗い　ＪＲ徳島運転所 朝日新聞デジタル
256,大阪府北部地震から3カ月　住宅被害5万4千棟超える 共同通信
257,ウラジオストクで北朝鮮見本市　制裁下の経済協力示す 共同通信
258,森保監督、追加＆初招集MFをトップ下に大抜てきか。コスタリカ戦へ笑顔で調整【日本代表練習レポート】 フットボールチャンネル
259,いずれはじまる不況に備え、今知っておきたいお金の話 ライフハッカー［日本版］
260,円相場、１１１円３５～３５銭＝１３日正午現在 時事通信社
261,「好きなこと」を仕事にする人が不幸になりかねないワケ Diamond Online
262,「iPhone XS/XS Max/XR」は電池が切れてもSuicaが使用可能に gori.me（ゴリミー）
263,子どもの自殺が一番多い9月。我が子を守るためにやるべきこと - MAG2 NEWS BLOGOS - 最新記事
264,「韓国起源でないなら国内のソメイヨシノを全て殲滅せよ」（韓国人専門家） - 木走正水（きばしりまさみず） BLOGOS - 最新記事
265,テニス、準優勝のセリーナに罰金　全米OP女子決勝での暴言などで 共同通信
266,18日始発から運転再開　関空へアクセスの鉄道 ホウドウキョク
267,日米欧、２５日に貿易相会合＝対中国連携へＮＹ開催で調整 時事通信社
268,原油先物は小反発、需要減退への懸念が上値抑制 Reuters
269,日本、IWC脱退を警告　総会、商業捕鯨の再開否決 共同通信
270,在日中国人による“中国人向けクチコミ”サービス。中国人視点のプロモーションが可能に AMP[アンプ] - ビジネスインスピレーションメディア
271,｢最初の仕事はくじ引きである｣新卒配属ガチャ問題をどう乗り越えるか？ Business Insider Japan
272,【日本代表】世代交代の旗頭に――南野拓実が示したリーダーとしての素質 サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！
273,世界で最も革新的なリーダートップ10 Forbes Japan
274,米国、17日にも2000億ドルの対中追加関税発表の公算＝関係筋 Reuters
275,ドル111円半ば、株高でしっかり Reuters
276,首相動静―９月１２日 朝日新聞デジタル
277,すでにアメリカ以上、中国の5G革命で社会はどう変わる？ Forbes Japan
278,JR北海道では12区間で再開の目途が立たず…節電による運休・減便も　平成30年北海道胆振東部地震 レスポンス
279,WADAのロシア処分解除を批判　米機関委員長「憂うべき」 共同通信
280,世界で最も革新的なリーダートップ10 - フォーブス ジャパン BLOGOS - 最新記事
281,Takao Kiyotakaさんの「コメントで満たされる好奇心」 NPコミュニティチーム
282,テイラー・スウィフトはなぜ成功したのか？［マーケティング徹底解説］ デスモスチルスの白昼夢
283,LINEで部下をうつ病にする上司 - 吉田典史 （ジャーナリスト・記者・ライター） - WEDGE Infinity BLOGOS - 最新記事
284,アザレンカ、奈良に苦戦も東レPPO2回戦へ スティーブンズは初戦敗退 AFP
285,バッテリーの命が難民の命、スマホに依存する難民の実情 TechCrunch Japan
286,子ども向けサッカー教室など「YOKOHAMA SPORTS DAY」9/23 リセマム
287,それだけでは足りない、「データドリブン」スキルのその先 Forbes Japan
288,西武森が15号ソロ　2回までに4点奪取で先発・菊池を援護 野球・MLBの総合コラムサイト
289,為替相場　　17日（日本時間19時） 共同通信
290,「中野サンプラザ」 区長 計画どおり取り壊す方針を示す NHKニュース
291,アルピーヌ A110 新型、特別先行展示会…2仕様登場　9月22-23日 レスポンス
292,ホークスにまたアクシデント…　今宮が負傷交代、守備時に脚痛める 野球・MLBの総合コラムサイト
293,新幹線のぞみが運転取りやめ　充電器から発煙、客が搬送 朝日新聞デジタル
294,ネット姑にからまれ、下着写真でフォロワー失う…インフルエンサー稼業はラクじゃない Business Insider Japan
295,「トーレスのほうが良い選手なので」権田修一がパトリックを抑えられた理由を語る サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！
