,source,theme,title
17,データやコラム、多角的な視点で、ファンへ野球の魅力を発信,6,日本、打線沈黙で台湾に敗れる　連覇逃し、3位決定戦へ【野球U18アジア選手権】
18,野球・MLBの総合コラムサイト,6,今季の奪三振王争いは無風　パは楽天則本、セは巨人菅野が独走状態
19,フットボールチャンネル | サッカー情報満載！,6,異例の代表引退セレモニー。ピッチ上がスナイデル家のリビングルームに!?
20,野球・MLBの総合コラムサイト,6,【MLB】大谷、今季は打者で出場へ　圧巻3戦4発に監督絶賛「彼は野球をしたがってる」
21,野球・MLBの総合コラムサイト,6,【MLB】田中将大、8回3安打10K零封の快投で11勝目　“お得意様”マリナーズに7勝無敗
22,AFP,6,全米OP決勝進出の大坂、屈託のないキャラで大会のスターに
23,野球・MLBの総合コラムサイト,6,【MLB】“守護神”前田健太が今季2セーブ目！　2点リードの9回1死から完璧火消し
24,フットボールチャンネル | サッカー情報満載！,6,ネイマール、再びブラジル代表主将に。「もうやりたくない」と言っていたが…
25,データやコラム、多角的な視点で、ファンへ野球の魅力を発信,6,田中将大、8回無失点で今季11勝目　圧巻10Kでマリナーズ打線封じる
26,野球・MLBの総合コラムサイト,6,西武・今井が6回2失点の粘投で4勝目　辻監督評価「相当気合が入っていた」
27,野球・MLBの総合コラムサイト,6,ソフトバンク今宮、唯一の得点叩き出す　「いい影響を及ぼす試合になった」
28,フットボールチャンネル | サッカー情報満載！,6,シメオネ息子、メッシの代表復帰を熱望。「彼はアルゼンチンの象徴」
29,野球・MLBの総合コラムサイト,6,ホークス前日一転“1点勝ち”　工藤監督「ホームで勝ち越せたのは大きい」
30,データやコラム、多角的な視点で、ファンへ野球の魅力を発信,6,大谷、投手と交錯し「右太腿打撲」と診断　指揮官はあす再び状態を確認する方針
31,AFP,6,ワラビーズが難局乗り越え初勝利、NZ3連勝 ラグビーチャンピオンシップ
32,野球・MLBの総合コラムサイト,6,【MLB】大谷が右太もも打撲もソーシア監督「大丈夫」　10日試合前に状態を確認
33,フットボールチャンネル | サッカー情報満載！,6,S・ラモス、英国でブーイング。CL決勝後には「死の脅迫」も受けたと明かす
34,野球・MLBの総合コラムサイト,6,元巨人・村田が正式に現役引退表明　「今日をもって私は現役を引退します」
35,Number Web｜選りすぐりの総合スポーツコラム,6,消滅危機だった日本GP存続決定！30回を迎える鈴鹿が勝ち取ったもの。
36,サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！,6,「やましい気持ちは全くない」S・ラモスはCL決勝でのサラーとの騒動は意に介さず！
37,サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！,6,U-19日本代表が強豪メキシコと１-１ドロー！ 鳥栖の田川亨介のPK弾で追いつく
38,サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！,6,【小宮良之の日本サッカー兵法書】 サッカーの本質や神髄が凝縮されている、“空間”をめぐる攻防
39,サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！,6,「カガワのボールを支配する力は健在」 欧州メディアが香川真司を高評価！ サポーターからは”待望論”も
40,サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！,6,苦境の岡崎慎司、レスター退団か!? 地元紙記者が現状をバッサリ「指揮官の要求に応えてない」
41,サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！,6,モドリッチの獲得失敗をマンＣ幹部が明かす…たった“1000万ポンド”が支払えず
42,サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！,6,エリクセンらデンマーク代表選手がサッカー協会と一時和解！ フルメンバーでネーションズ・リーグに参戦へ
43,サッカーダイジェストWeb | 専門3誌のオリジナル記事が満載！,6,松本が劇的弾で暫定首位に再浮上！決勝点のジネイは移籍後初ゴール
44,野球・MLBの総合コラムサイト,6,【MLB】シーズン終盤で好調の田中将大を辛口NY紙が信頼「POへの大きな原動力」
45,フットボールチャンネル | サッカー情報満載！,6,ルヴァン杯準決勝は湘南対柏と横浜FM対鹿島に。湘南は22年ぶり4強進出
46,フットボールチャンネル | サッカー情報満載！,6,“マンU・ジダン監督”が実現したら…あのレアルMFやPSGのFWらが補強候補に？
47,野球・MLBの総合コラムサイト,6,【MLB】前田健太、シーズン終盤の代役守護神に慎重　「まだ少しナーバスになっている」
48,フットボールチャンネル | サッカー情報満載！,6,“913日無得点”のFW、代表初出場で初ゴール。英から国籍変更してデビュー
49,フットボールチャンネル | サッカー情報満載！,6,チェルシーのスペイン代表DF、英代表との奇縁。父親と同じくウェンブリーで…
50,野球・MLBの総合コラムサイト,6,ソフトバンク・バンデン7回無失点で10勝目　「今年一番良かったんじゃないか」
51,野球・MLBの総合コラムサイト,6,【MLB】絶好機で期待を裏切らない、大谷翔平の3点三塁打にファン感激「勝負強すぎる」
52,データやコラム、多角的な視点で、ファンへ野球の魅力を発信,6,マリナーズ、痛恨連敗でWC争い後退「明らかな危機」。背後には連勝のレイズが0.5差
53,DANRO,6,ゴミから人が見えてくる「ゴミ清掃員の日常」を発信し続ける芸人
54,共同通信,6,休場明け稀勢の里が白星発進　横綱陣安泰、御嶽海も勝利
55,毎日新聞,6,全米テニス：大坂なおみ優勝　日本選手初４大大会制覇
56,www.afpbb.com,6,韓国で2015年以来のMERS患者 計21人隔離
57,FNN.jpプライムオンライン,6,野球88％、サッカー83％、バスケは…？「Bリーグ」を盛り上げる方法
58,産経ニュース,6,【全米テニス】大坂なおみの優勝にブーイング　２０歳の新女王が涙の謝罪「こんな終わり方ですみません」
59,共同通信,6,村田修一内野手が現役引退を表明　元巨人、独立リーグ最終戦で
60,Forbes Japan,6,「超富裕層」人口の世界一は香港、日本の2都市もトップ10入り
61,レスポンス,6,あおり運転、約7割が被害経験あり---警察通報は2％未満
62,AFP,6,BMW選手権最終日は雨天順延、このまま大会終了の可能性も
63,フットボールチャンネル | サッカー情報満載！,6,マダガスカルのスタジアムで将棋倒し、1人死亡37人負傷。3万人にゲート1ヶ所のみ
64,野球・MLBの総合コラムサイト,6,【侍U-18代表】すぐさま同点に追いつく　無死一、三塁で併殺の間の1点止まり…
65,野球・MLBの総合コラムサイト,6,ロッテ「FUKUMETERコレクションカード」配布日程決定　福浦の2000安打を後押し
66,野球・MLBの総合コラムサイト,6,【侍U-18代表】負けられない一戦　板川1回持たず降板で先制許すも、直後に追いつく
67,AFP,6,主力復帰のデンマークがNL初戦に勝利、エリクセンが2得点
68,野球・MLBの総合コラムサイト,6,【MLB】大谷翔平、快足生かした“右前二塁打”にエ軍OB称賛 「実にアメージング」
69,フットボールチャンネル | サッカー情報満載！,6,中村俊輔の正統後継者現る!? 天野純が誇るJ屈指の左足の秘密、日本代表の新たな武器に
70,AFP,6,【写真特集】21世紀のグランドスラム歴代優勝者
71,フットボールチャンネル | サッカー情報満載！,6,デンマークの“問題児”ベントナーがまた騒動。タクシー運転手に暴行で逮捕か
72,データやコラム、多角的な視点で、ファンへ野球の魅力を発信,6,DeNA、G後藤が現役引退「納得いくバッティングができなくなった」　加賀も引退表明
73,AFP,6,バーティ/バンダウェイ組が女子複V、四大大会初優勝 全米OP
74,AFP,6,片手切断のNFL選手が開幕戦で先発デビュー、チームは敗戦
75,フットボールチャンネル | サッカー情報満載！,6,仏代表、W杯“無得点優勝”の9番がついにゴール。世界王者の凱旋を飾る
76,AFP,6,フランスがNL初勝利、試合後にW杯優勝セレモニー
77,野球・MLBの総合コラムサイト,6,【侍U-18代表】3位決定戦中国戦のスタメン発表！　横浜・板川が今大会初先発
78,AFP,6,物議醸すセレーナへの罰則、WTAトップも二重基準を非難 全米OP
79,野球・MLBの総合コラムサイト,6,DeNAが後藤、加賀の今季限りの引退を発表　16年目後藤「やりきった」
80,Diamond Online,6,20代で「脳の病気予備軍」も！医師が語る「脳ドック」の必要性
81,共同通信,6,厚真町、新たな活断層が存在か　北海道地震で最大震度7観測
82,www.thetennisdaily.jp,6,ジョコビッチが3年ぶり3度目の優勝。「ウィンブルドン」に続きGS2大会連続のタイトル[全米オープン]
83,WIRED.jp,6,物議を醸すナイキの新キャンペーンは、アスリートの役割の変化を象徴する
84,共同通信,6,死者40人、捜索を終了　安否不明者なくなる、北海道地震
85,読売新聞,6,船長「安全と思った」…「走錨」多発の関空周辺
86,共同通信,6,テニス、準優勝のセリーナに罰金　全米OP女子決勝での暴言などで
