,source,theme,title
66,Social Game Info,2,【ゲーム株概況(9/10)】『幽☆遊☆白書』好調でアクセルマークが買われる　ケイブは一時4ケタ大台乗せ　エイチームとgumiに失望売り
67,Market Hack,2,ビットコインADRに関し仮想通貨クラスタが知っておくべきこと
68,朝日新聞デジタル,2,日経平均、７営業日ぶり値上がり　ＧＤＰ堅調で６６円高
69,Reuters,2,ドル110円後半、貿易摩擦懸念で円堅調
70,共同通信,2,東証7日ぶり反発、終値66円高　割安感から買い戻し
71,時事通信社,2,６６円高の２万２３７３円０９銭＝１０日の平均株価
72,共同通信,2,東証終値は66円高
73,財経新聞,2,8月平均時給は前年比＋2.9％、米国金利の先高観は後退せず
74,ITmedia NEWS,2,エキサイト、上場廃止へ　新興ネット企業・XTechが買収
75,BLOGOS - 最新記事,2,日立、中国テンセントと戦略的提携で合意 - ロイター
76,Reuters,2,日経平均は7日ぶり反発、4─6月期ＧＤＰ上方改定が支え
77,共同通信,2,郵便局でカード決済導入へ　20年2月から、電子マネーも
78,Bloomberg.com,2,ＦＡＡＮＧ回避が裏目に、大型ファンドの８月成績は09年以降で最悪
79,ZUU Online｜経済金融メディア,2,小規模会社をM&Aするときに使う株式評価の方法
80,リセマム,2,2018年1-8月の教育関連業者の倒産件数、過去最多ペースで推移
81,時事通信社,2,ルネサス、米半導体メーカー買収＝７３３０億円、来年６月までに完了
82,時事通信社,2,円相場、１１１円３７～３８銭＝１１日正午現在
83,Reuters,2,ルネサスが米ＩＤＴを買収、呉社長「予選通過ではなく優勝を」
84,EE Times Japan,2,ルネサスのIDT買収会見要旨【随時更新】
85,Diamond Online,2,9月に予定される「日米首脳会談」の結果次第では 日経平均は上昇トレンド回帰へ！　マザーズ指数も ゴールデン・クロス実現からのリバウンドに期待！ - 成り上がり投資術
86,Reuters,2,シンガポールの「ＡＡＡ」格付け据え置き、見通し安定的＝フィッチ
87,TechCrunch Japan,2,ZendeskがBaseを買収してCRMに拡大
88,Reuters,2,正午のドルは111円前半、6日以来の高値
89,共同通信,2,東証、午前終値は2万2595円　円安好感し続伸、買い戻し続く
90,時事通信社,2,２２２円高の２万２５９５円５２銭＝１１日午前の平均株価
91,共同通信,2,東証、午前終値は222円高
92,EE Times Japan,2,NXP買収を断念したQualcommの誤算（後編）
93,時事通信社,2,円続落、１１１円台半ば＝東京市場
94,共同通信,2,ルネサス、米半導体メーカー買収　7千億円で、自動運転へ注力
95,朝日新聞デジタル,2,ルネサスが米半導体メーカーの買収を発表　７３３０億円
96,EE Times Japan,2,ルネサスがIDT買収を発表、約7300億円で
97,Reuters,2,8月の米2年債入札、投資ファンドの落札額は153.72億ドル＝米財務省
98,Bloomberg,2,シティやゴールドマン、サウジ最大Ｍ＆Ａ案件を獲得－関係者
99,Bloomberg,2,ＪＰモルガン：資産運用部門のヘッジファンドチーム強化－新規採用も
100,Reuters,2,前場の日経平均は続伸、半導体関連が堅調　円安も安心材料に
101,Bloomberg,2,アルタバ、ヤフー・ジャパン全保有株売却で43.4億ドル調達へ
102,共同通信,2,銀行跡地開発で新会社設立を検討　三菱UFJと三菱地所
103,Reuters,2,ポンド上昇、ＥＵ交渉官が8週間内の離脱合意可能と発言＝ＮＹ市場
104,決算が読めるようになるノート,2,GMOとSBIから読み解く仮想通貨業界の今後 - 前編: 取引所ビジネス
105,Engadget 日本版,2,ローソン銀行が発足、キャッシュレス決済にも注力
106,日刊工業新聞 電子版,2,フクビ化学、積水化から断熱材事業買収
107,TechCrunch Japan,2,自動運転車に深入りしたいルネサスが$6.7Bの巨額買収に踏み切る
108,時事通信社,2,ルネサス、米半導体メーカー買収＝事業分野拡大へ７３３０億円
109,Reuters,2,東京マーケット・サマリー（11日）
110,時事通信社,2,円相場、１１１円５３～５４銭＝１１日午後５時現在
111,共同通信,2,東京円、111円台半ば
112,Social Game Info,2,【ゲーム株概況(9/11)】中国版『モバサカUFC』のOβT発表でモブキャストHDが後場急騰　AimingはPS4版『キャラスト』が評価材料に
113,共同通信,2,ECB前総裁、各国債務減らなければ危機に
114,ログミーファイナンス,2,キャンバス、通期事業収益は1.1億円　Stemlineとの「CBS9106」提携契約を拡大・延長
115,朝日新聞デジタル,2,日経平均、２日連続で続伸　終値は２９１円高
116,Reuters,2,ドル111円半ば、ユーロや英ポンドが続伸
117,財経新聞,2,イオン銀行で人工知能KIBITの導入に向けた文章データ解析の実証実験を開始
118,ITmedia ビジネスオンライン,2,NHK、苦学生の受信料を全額免除　19年2月から開始
119,共同通信,2,東証続伸、終値は2万2664円　円安を好感、1週間ぶり高値
120,時事通信社,2,２９１円高の２万２６６４円６９銭＝１１日の平均株価
121,共同通信,2,東証終値は291円高
122,Reuters,2,ＮＹ州当局、ドル等価裏付けの「安定型仮想通貨」を初めて承認
123,日本経済新聞,2,市場に立つ野村の責務
124,Bloomberg.com,2,サムライローン、インド企業呼び込む－ドルより安いスワップコスト
125,Reuters,2,日経平均は大幅続伸、1週ぶり高値　米ハイテク株高と円安で
126,Reuters,2,中国、世界経済の「より大きなリスクの一つ」─英中銀総裁＝ＢＢＣ
127,TechCrunch Japan,2,訪日外国人向けショッピング支援アプリ「Payke」運営が10億円を調達
128,時事通信社,2,円相場、１１１円４９～４９銭＝１２日正午現在
129,時事通信社,2,６０円安の２万２６０４円６１銭＝１２日の平均株価
130,共同通信,2,ガソリン、3年9カ月ぶりの高値　153円台、供給減懸念で
131,朝日新聞デジタル,2,日経平均、３営業日ぶり値下がり　電機や機械株売られる
132,Reuters,2,ドル111円半ば、日中の株安で上値が抑えられる
133,共同通信,2,東証、3日ぶり反落　終値60円安の2万2604円
134,TechCrunch Japan,2,VRイベントプラットフォーム「cluster」運営が4億円をシリーズBラウンドで調達
135,共同通信,2,東証終値は60円安
136,レスポンス,2,レギュラーガソリン、前週比1.0円高の153.1円　2週連続の値上がり
137,ハフポスト日本版,2,ラジオNIKKEIの音楽番組、リスナーの投票を不正操作。ディレクターが連打アプリで一部の楽曲を水増し
138,ITmedia ビジネスオンライン,2,ラジオNIKKEIでディレクターが不正　連打アプリで音楽リクエスト投票を操作
139,共同通信,2,ガソリン、3年9カ月ぶり高値
140,Reuters,2,正午のドルは111円半ば、円じり安は続かず
141,財経新聞,2,ソニーに金融機関(ソニー生命)をもたらした故盛田昭夫の執念 (終)
142,共同通信,2,東証、午前終値は2万2571円　反落、下げ幅一時100円超
143,Reuters,2,前場の日経平均は3日ぶり反落、戻り売りに押される
144,マネー現代,2,これが銀行の「未来の姿」だ…結局、4つのタイプに集約される
145,ビジネス+IT,2,口座情報を「喜んで渡す」人が急増、「オープンバンキング」という新潮流を読む
146,アメリカ部,2,創業者経営企業の株価上昇率が高い件とファミリーカンパニー時価総額ランキング
147,NHKニュース,2,信金中央金庫 ＩＴベンチャーと資本・業務提携へ
148,Reuters,2,日経平均は3日ぶり反落、半導体関連・電子部品など軟調
149,Bloomberg.com,2,大型新興市場ファンドで唯一の勝ち組、ブルーオーチャードの戦略とは
150,Reuters,2,パイオニアの株式売買を一時停止＝東証
151,Bloomberg.com,2,テスラ強気派が降参、野村傘下アナリスト「もはや投資不可能」と指摘
152,Reuters,2,ドイツ銀とコメルツ銀、合併構想に前向きな姿勢強める＝独誌
153,Reuters,2,中国新規人民元建て融資、8月は1.28兆元に減少　予想下回る
154,共同通信,2,米卸売物価1年半ぶり下落　8月、0.1％マイナス
155,共同通信,2,NY円、111円半ば
156,共同通信,2,米卸売物価、1年半ぶり下落
157,共同通信,2,NY円、111円42～52銭
158,ログミーファイナンス,2,トーホー、上期売上高は前年比2.9％増　新規M＆A等重点施策が寄与
159,時事通信社,2,円相場、１１１円４８～５０銭＝１２日午後５時現在
160,Reuters,2,東京マーケット・サマリー（12日）
161,時事通信社,2,円小動き、１１１円台半ば＝東京市場
162,Social Game Info,2,【ゲーム株概況(9/12)】KLabが一時4ケタ大台乗せ…バンナムの『テイルズ オブ クレストリア』開発担当で　モブキャストHDは反落
163,Reuters,2,焦点：日銀、市場機能回復に「時間必要」　変動幅拡大には慎重
164,共同通信,2,東京原油が3年9カ月ぶり高値
165,日本経済新聞,2,ＲＩＺＡＰ、東証上場の高いハードル
166,Bloomberg.com,2,中国の蔚来汽車：米ＩＰＯ規模は1110億円、仮条件下限近く－関係者
167,Bloomberg,2,アリババがロシアで合弁設立－政府系ファンド、ＳＮＳ大手と手を組む
168,Social Game Info,2,【ゲーム株概況(9/13)】バンナムやカプコンなど大手ゲーム株の一角が買われる…「TGS2018」出展で新作などが話題に　BOIは大幅反発
169,Forbes Japan,2,「中国版テスラ」と呼ばれるNIOがニューヨーク市場に上場
170,時事通信社,2,北海道節電率、最大１０ポイント低下＝算出方法変更で目標下回る－北海道地震
171,時事通信社,2,円相場、１１１円３５～３５銭＝１３日正午現在
172,朝日新聞デジタル,2,活発な状態続く、１週間は５弱以上の地震に注意　気象庁
173,Reuters,2,ドル111円半ば、株高でしっかり
174,朝日新聞デジタル,2,日経平均終値は２１６円高　米中摩擦の懸念和らぐ
175,時事通信社,2,２１６円高の２万２８２１円３２銭＝１３日の平均株価
176,共同通信,2,東証反発、終値216円高　7月の機械受注好調で買い優勢
177,共同通信,2,東証終値、216円高
178,Bloomberg,2,武田薬がシャイアーの眼科関連資産の売却検討、買収完了後
179,ログミーファイナンス,2,藤吉社長「今期はトランザスが生まれ変わる拡張期」上期は売上高・営業利益とも未達
180,Reuters,2,正午のドルは111円前半、欧州時間にイベント控え方向感定まらず
181,Reuters,2,前場の日経平均は反発、一時250円超高　高値圏では戻り売り
182,時事通信社,2,１８２円高の２万２７８７円３３銭＝１３日午前の平均株価
183,共同通信,2,東証、午前終値2万2787円　反発、上げ幅一時250円超
184,共同通信,2,東証、午前終値182円高
185,時事通信社,2,円小動き、１１１円台前半＝東京市場
186,AMP[アンプ] - ビジネスインスピレーションメディア,2,主要都市部でも「スマホ決済利用25%」と低い、日本のスマホ決済サービス実態
187,東洋経済オンライン,2,｢四季報の完全読破｣で人生が豊かになるワケ
188,ITmedia NEWS,2,セブン銀行ATMで「Suica」や「PASMO」のチャージ可能に　10月から
189,Business Insider Japan,2,匿名通貨は禁止、ICOは事前に審査 —— 仮想通貨取引の自主ルール案まとまる
190,Reuters,2,ホットストック：大塚家具が一時ストップ高、材料は不明
191,Reuters,2,日経平均は大幅反発、米中通商協議の再開期待で買い戻し
192,Diamond Online,2,「ATMは公衆電話のように消えていく」みずほFG社長が予測する理由
193,Bloomberg.com,2,ゴールドマン、米株弱気相場入りの可能性を警告－貿易摩擦激化で
194,時事通信社,2,円相場、１１１円４７～４８銭＝１３日午後５時現在
195,共同通信,2,「グラミン日本」が事業開始　貧困層の自立支援へ無担保融資
196,Reuters,2,東京マーケット・サマリー（13日）
197,Reuters,2,焦点：日銀ＥＴＦ買いの新基準、ＴＯＰＩＸ0.5％安との思惑浮上
198,日本経済新聞,2,Ｍ＆Ａ会計、費用計上の義務化検討　ＩＦＲＳ
199,リセマム,2,"プログラミング教育用ダンボールロボ「embot」4,800円で発売"
200,時事通信社,2,円相場、１１１円８５～８７銭＝１４日正午現在
201,時事通信社,2,金融危機が変えた生き方＝異業種・分野へ転身－リーマン・ショック１０年
202,ログミーファイナンス,2,オプティマスG、19年通期は増収増益見込み　既存事業を起点としたサービス・市場拡大を図る
203,Reuters,2,正午のドルは111円後半、一時１カ月半ぶり高値
204,BLOGOS - 最新記事,2,前場の日経平均は大幅続伸、米株高・円安支えに2万3000円台回復 - ロイター
205,Reuters,2,前場の日経平均は大幅続伸、米株高・円安支えに2万3000円台回復
206,Reuters,2,原油先物は小反発、需要減退への懸念が上値抑制
207,時事通信社,2,２２１円高の２万３０４２円８３銭＝１４日午前の平均株価
208,時事通信社,2,円下落、１１２円前後＝東京市場
209,共同通信,2,東証、午前終値は2万3042円　大幅続伸
210,共同通信,2,東証、午前終値は221円高
211,朝日新聞デジタル,2,スルガ銀・岡野氏らの取締役選任、銀行間で賛否わかれる
212,財経新聞,2,株価大幅反発の安川電機を対象とするコールが前日比2倍超え（14日10:00時点のeワラント取引動向）
213,財経新聞,2,（中国）上海総合指数は0.08％高でスタート、経済指標の発表を控えて様子見ムード
214,共同通信,2,東京円、112円台前半
215,Social Game Info,2,ウェルプレイド、キズナアイなどのバーチャルタレントを支援するActiv8とイベント領域で業務提携
216,FASHIONSNAP.COM【ファッションスナップ・ドットコム】,2,横尾忠則や宇野亞喜良など、激動の1968年美術作品が集結する展覧会開催
217,Bloomberg,2,日銀の「フォワードガイダンス」強調、外国人投資家を意識－関係者
218,日本経済新聞,2,アルゼンチンとブラジル、通貨が最安値更新
219,日本経済新聞,2,Ｍ＆Ａ、費用計上の義務化検討　国際会計基準
220,東洋経済オンライン,2,スルガ銀行､担当弁護士が次々に辞める理由
221,Business Insider Japan,2,【リーマン・ショック10年】次の危機の「芽」はどこか？キーフレーズは「新興国」と「企業部門」
222,日本経済新聞,2,不動産融資　投資用「少なくとも年度内停止」　スルガ銀・有国新社長
223,時事通信社,2,危機対策の副作用顕在化＝新興国からマネー逆流－１５日、リーマン破綻１０年
224,Social Game Info,2,【ゲーム株概況(9/14)】環境好転を受けガーラやNJHDなど低迷銘柄に見直し買い　直近高値銘柄は利食い売りに押される　任天堂は材料出尽くしに
225,京都新聞,2,「リーマン」で見た地獄　元外資系金融マン、農業に
226,Reuters,2,ドルは111円後半、112円台に定着はできず
227,朝日新聞デジタル,2,日経平均、２万３千円台を回復　トルコ利上げ発表が好感
228,時事通信社,2,東京株、２万３０００円回復＝３カ月半ぶり－貿易摩擦の緩和期待で
229,リセマム,2,"ダンボールロボットでプログラミング「embot」4,800円で一般発売"
230,時事通信社,2,２７３円高の２万３０９４円６７銭＝１４日の平均株価
231,TechCrunch Japan,2,「YouTubeのUUUM」がInstagramにも参入、インスタ・マーケティングのレモネードを5億円で買収
232,共同通信,2,東証大幅続伸、終値273円高　2万3千円台を回復
233,共同通信,2,東証273円高
234,朝日新聞デジタル,2,貧しい人に貸す銀行、日本進出　「排除」された人の力に
235,Bloomberg.com,2,みずほＦＧが株式資本市場部門強化､「スター級」採用やアナリスト活用
236,Bloomberg.com,2,ビットコイン急落に「クジラ」の影ー謎の大量保有者が売りか
237,Reuters,2,日経平均は2万3000円台回復、貿易戦争・トルコ懸念後退で7カ月ぶり高値
238,時事通信社,2,円相場、１１１円８２～８２銭＝１４日午後５時現在
239,Reuters,2,焦点：暴落後も個人に人気のトルコリラ、東京市場で主要通貨入り
240,BLOGOS - 最新記事,2,焦点：暴落後も個人に人気のトルコリラ、東京市場で主要通貨入り - ロイター
241,Reuters,2,焦点：暴落後でも人気のトルコリラ、東京市場で主要通貨入り
242,BLOGOS - 最新記事,2,焦点：暴落後でも人気のトルコリラ、東京市場で主要通貨入り - ロイター
243,Reuters,2,武田薬、中国当局からシャイアー買収のクリアランスを取得
244,Reuters,2,東京マーケット・サマリー（14日）
245,共同通信,2,東京円、111円台後半
246,時事通信社,2,金融緩和の副作用、点検強化を＝行き過ぎに懸念－藤原全銀協会長
247,時事通信社,2,円、１１１円台後半＝ロンドン外為
248,財経新聞,2,大幅利上げでトルコリラ相場は安定するか？
249,財経新聞,2,ライザックグループの東証1部上場が遅れている背景
250,Diamond Online,2,「楽天カード」の利用額を楽天スーパーポイントで 支払える「ポイントで支払いサービス」が開始！ 楽天カードが“最強のキャッシュバック型カード”に？ - クレジットカードおすすめ最新ニュース
251,Reuters,2,アングル：米株のセクター変更、アルファベットやＦＢに注目
252,時事通信社,2,ＮＹ円、１１２円台前半
253,時事通信社,2,ＮＹ円、１１２円近辺
254,時事通信社,2,ＮＹ株、小幅続伸
255,時事通信社,2,ＮＹ株、続伸
256,共同通信,2,ナスダック　14日終値
257,時事通信社,2,追い風吹くウォール街＝「黄金時代」に危機再発リスクも－リーマン・ショック１０年
258,時事通信社,2,廃虚が語る悲劇＝米クリーブランド、失われたマイホーム－リーマン・ショック１０年
259,共同通信,2,NY円、一時112円17銭　2カ月ぶり安値
260,Reuters,2,ＮＹ市場サマリー（14日）
261,共同通信,2,NY円、112円03～13銭
262,Reuters,2,ドル上昇、好調な米指標や対中追加関税報道受け＝ＮＹ市場
263,共同通信,2,NY株4日続伸、8ドル高　米中摩擦巡り一喜一憂
264,共同通信,2,NY株式　　14日終値
265,共同通信,2,NY株終値、8ドル高
266,Diamond Online,2,「新興国不安」でも世界経済失速のリスクは小さい理由 - ビジネスマン注目！来週の経済、ここがポイント
267,朝日新聞デジタル,2,５億円超の預金解約「戻すのは難しい」　町長と頭取面談
268,Reuters,2,米株ほぼ変わらず、対中関税巡る懸念で伸び悩み　金融株は高い
269,Axios,2,Kleiner Perkins is splitting up
270,growrichslowly.net,2,会計処理で悩むくらいならキャッシュフローを見た方が手っ取り早い
271,FNN.jpプライムオンライン,2,取締役らの責任調査委設置　スルガ銀行不正融資問題
272,マネー現代,2,リーマン危機から10年、日本企業「株価上昇率」ランキング500
273,Bloomberg,2,米サンフランシスコ連銀：次期総裁にメアリー・デーリー氏を指名
274,WWD JAPAN.com,2,中国企業が「アークテリクス」「サロモン」を擁するアメア スポーツに6000億円で買収オファー
275,時事通信社,2,「破綻」の賛否今なお＝課題残る危機への備え－リーマン・ショック１０年
276,共同通信,2,世界経済、リーマン危機から回復　震源地、米国発のリスクも
277,日本経済新聞,2,投信「リスク限定型」の実力
278,TechCrunch Japan,2,VCたちはどれだけ稼いでいるか
279,Forbes Japan,2,国際送金のフィンテックTransferWise、2年で「売上4倍」達成の理由
280,ホウドウキョク,2,『10秒でふりかえる10年前』【証券大手「リーマン・ブラザーズ」経営破たんで日本にも影響 (2008年9月16日)】
281,マッシュメディア,2,セグウェイのローラースケート版「Drift W1」が資金調達サイトで大人気!
282,Diamond Online,2,サッポロHD(2501)、株主優待に「3年以上」保有で 優待利回りが1.5倍になる長期保有優遇制度を導入へ！ 自社グループネットショップのクーポンも選択可能に - 株主優待【新設・変更・廃止】最新ニュース
283,Diamond Online,2,ピエトロ（2818）、株主優待の配布基準を変更で、 300株以上～1000株未満の株主優待利回りがアップ！ ドレッシングなど自社商品がもらえる内容は変わらず - 株主優待【新設・変更・廃止】最新ニュース
284,時事ドットコム,2,海外政府ファンドと連携＝投資力５兆円規模に倍増－破綻救済は除外・新産業革新機構
285,growrichslowly.net,2,IFRSでのれん費用計上が義務化！？ 米国株投資家が気を付けたい点
286,東洋経済オンライン,2,年金がどう運用されているか知っていますか
287,PRESIDENT Online：「仕事人×生活人」のための問題解決塾,2,日経平均は30年までに最高値を更新する - 25年までに「3万円」の大台を回復
288,日本経済新聞,2,スタートアップ主導ファンド続々　大企業も頼る
